sku,name,description,materials,image1,image2,image3,image4,color,brand,size,qty,price,category,Season,size_system,ean,Gender,Manufacturer,ID
11283-S,"Netted sweater","This sweater from Vitelli new collection comes in a slim fit. The crew neck sweater, here in blue, is made of regenerated mohair and features extremely long sleeves.","100% Regenerated mohair",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11283_netted_crewneck_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652346399,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11283_netted_crewneck_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652346399,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11283_netted_crewneck_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1652346399,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11283_netted_crewneck_vrients_vrnts_vitelli_shop_online_ss22_6.jpg?v=1652346399,Blue,Vitelli,S,1,372.00,Knitwear,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Genderless,Vitelli,42431420072148
11283-M,"Netted sweater","This sweater from Vitelli new collection comes in a slim fit. The crew neck sweater, here in blue, is made of regenerated mohair and features extremely long sleeves.","100% Regenerated mohair",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11283_netted_crewneck_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652346399,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11283_netted_crewneck_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652346399,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11283_netted_crewneck_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1652346399,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11283_netted_crewneck_vrients_vrnts_vitelli_shop_online_ss22_6.jpg?v=1652346399,Blue,Vitelli,M,1,372.00,Knitwear,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Genderless,Vitelli,42431420104916
11283-L,"Netted sweater","This sweater from Vitelli new collection comes in a slim fit. The crew neck sweater, here in blue, is made of regenerated mohair and features extremely long sleeves.","100% Regenerated mohair",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11283_netted_crewneck_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652346399,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11283_netted_crewneck_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652346399,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11283_netted_crewneck_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1652346399,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11283_netted_crewneck_vrients_vrnts_vitelli_shop_online_ss22_6.jpg?v=1652346399,Blue,Vitelli,L,1,372.00,Knitwear,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Genderless,Vitelli,42431420137684
11284-S,"Short leggings","These knitted leggings from Vitelli new collection come in a slim fit. The short leggings, here in black, are made of regenerated yarns as viscose, linen, cotton and polyester.","100% Regenerated yarns (viscose, linen, cotton, polyester)",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11284_short_leggins_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652346662,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11284_short_leggins_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652346662,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11284_short_leggins_vrients_vrnts_vitelli_shop_online_ss22_1.jpg?v=1652346662,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11284_short_leggins_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1645236490,Black,Vitelli,S,1,306.00,Leggings,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Women,Vitelli,42431438782676
11284-M,"Short leggings","These knitted leggings from Vitelli new collection come in a slim fit. The short leggings, here in black, are made of regenerated yarns as viscose, linen, cotton and polyester.","100% Regenerated yarns (viscose, linen, cotton, polyester)",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11284_short_leggins_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652346662,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11284_short_leggins_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652346662,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11284_short_leggins_vrients_vrnts_vitelli_shop_online_ss22_1.jpg?v=1652346662,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11284_short_leggins_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1645236490,Black,Vitelli,M,1,306.00,Leggings,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Women,Vitelli,42431438815444
11285-S,"Crop jacket","This cropped jacket from Vitelli new collection comes in a regular fit. The cropped jacket, here in multicolor, is made of regenerated yarns as wool, mohair, polyamide, polyester and silk and features a button closure at neck and two fake pockets at front.","100% Regenerated yarns (wool, mohair, polyamide, polyester and silk)",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11285_cropped_jacket_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652344968,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11285_cropped_jacket_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652344968,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11285_cropped_jacket_vrients_vrnts_vitelli_shop_online_ss22_1.jpg?v=1652344970,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11285_cropped_jacket_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1652344970,Multicolor,Vitelli,S,1,168.00,Jackets,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Women,Vitelli,42431519326420
11285-M,"Crop jacket","This cropped jacket from Vitelli new collection comes in a regular fit. The cropped jacket, here in multicolor, is made of regenerated yarns as wool, mohair, polyamide, polyester and silk and features a button closure at neck and two fake pockets at front.","100% Regenerated yarns (wool, mohair, polyamide, polyester and silk)",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11285_cropped_jacket_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652344968,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11285_cropped_jacket_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652344968,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11285_cropped_jacket_vrients_vrnts_vitelli_shop_online_ss22_1.jpg?v=1652344970,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11285_cropped_jacket_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1652344970,Multicolor,Vitelli,M,1,168.00,Jackets,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Women,Vitelli,42431519359188
11286-S,"Doomboh sweater","This sweater from Vitelli new collection comes in a comfortable fit. The crew neck sweater, here in black and grey, is made of regenerated yarns as wool, mohair, polyamide, polyester and silk and features perforated details.","100% Regenerated yarns (wool, mohair, polyamide, polyester and silk)",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11286_doomboh_sweater_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652345225,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11286_doomboh_sweater_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652345225,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11286_doomboh_sweater_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1652345225,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11286_doomboh_sweater_vrients_vrnts_vitelli_shop_online_ss22_6.jpg?v=1652345225,Blue,Vitelli,S,1,168.00,Knitwear,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,Vitelli,42431586009300
11286-M,"Doomboh sweater","This sweater from Vitelli new collection comes in a comfortable fit. The crew neck sweater, here in black and grey, is made of regenerated yarns as wool, mohair, polyamide, polyester and silk and features perforated details.","100% Regenerated yarns (wool, mohair, polyamide, polyester and silk)",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11286_doomboh_sweater_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652345225,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11286_doomboh_sweater_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652345225,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11286_doomboh_sweater_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1652345225,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11286_doomboh_sweater_vrients_vrnts_vitelli_shop_online_ss22_6.jpg?v=1652345225,Blue,Vitelli,M,0,168.00,Knitwear,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,Vitelli,42431586107604
11286-L,"Doomboh sweater","This sweater from Vitelli new collection comes in a comfortable fit. The crew neck sweater, here in black and grey, is made of regenerated yarns as wool, mohair, polyamide, polyester and silk and features perforated details.","100% Regenerated yarns (wool, mohair, polyamide, polyester and silk)",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11286_doomboh_sweater_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652345225,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11286_doomboh_sweater_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652345225,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11286_doomboh_sweater_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1652345225,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11286_doomboh_sweater_vrients_vrnts_vitelli_shop_online_ss22_6.jpg?v=1652345225,Blue,Vitelli,L,1,168.00,Knitwear,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,Vitelli,42431586205908
11287-S,"Doomboh trousers","These pants from Vitelli new collection come in a regular fit. The pants, here in multicolor, are made of regenerated yarns as wool, mohair, polyamide, polyester and silk and feature a zip closure at side.","100% Regenerated yarns (wool, mohair, polyamide, polyester and silk)",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11287_doomboh_leggins_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652345234,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11287_doomboh_leggins_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652345235,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11287_doomboh_leggins_vrients_vrnts_vitelli_shop_online_ss22_1.jpg?v=1652345235,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11287_doomboh_leggins_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1645236492,Yellow,Vitelli,S,1,210.00,Pants,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Genderless,Vitelli,42431594889428
11287-M,"Doomboh trousers","These pants from Vitelli new collection come in a regular fit. The pants, here in multicolor, are made of regenerated yarns as wool, mohair, polyamide, polyester and silk and feature a zip closure at side.","100% Regenerated yarns (wool, mohair, polyamide, polyester and silk)",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11287_doomboh_leggins_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652345234,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11287_doomboh_leggins_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652345235,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11287_doomboh_leggins_vrients_vrnts_vitelli_shop_online_ss22_1.jpg?v=1652345235,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11287_doomboh_leggins_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1645236492,Yellow,Vitelli,M,1,210.00,Pants,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Genderless,Vitelli,42431594922196
11289-S,"Doomboh shorts","These short pants from Vitelli new collection come in a regular fit. The short pants, here in grey, are made of regenerated yarns wool, mohair, polyamide, polyester and silk and features a zip and button closure, adjustable drawstring waist, two side pockets, a pocket at back and perforated details.","100% Regenerated yarns (wool, mohair, polyamide, polyester and silk)",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11289_doomboh_shorts_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652345212,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11289_doomboh_shorts_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652345212,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11289_doomboh_shorts_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1652345212,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11289_doomboh_shorts_vrients_vrnts_vitelli_shop_online_ss22_6.jpg?v=1652345218,Grey,Vitelli,S,1,195.00,Shorts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Genderless,Vitelli,42440333000916
11289-M,"Doomboh shorts","These short pants from Vitelli new collection come in a regular fit. The short pants, here in grey, are made of regenerated yarns wool, mohair, polyamide, polyester and silk and features a zip and button closure, adjustable drawstring waist, two side pockets, a pocket at back and perforated details.","100% Regenerated yarns (wool, mohair, polyamide, polyester and silk)",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11289_doomboh_shorts_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652345212,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11289_doomboh_shorts_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652345212,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11289_doomboh_shorts_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1652345212,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11289_doomboh_shorts_vrients_vrnts_vitelli_shop_online_ss22_6.jpg?v=1652345218,Grey,Vitelli,M,1,195.00,Shorts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Genderless,Vitelli,42440333033684
11289-L,"Doomboh shorts","These short pants from Vitelli new collection come in a regular fit. The short pants, here in grey, are made of regenerated yarns wool, mohair, polyamide, polyester and silk and features a zip and button closure, adjustable drawstring waist, two side pockets, a pocket at back and perforated details.","100% Regenerated yarns (wool, mohair, polyamide, polyester and silk)",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11289_doomboh_shorts_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652345212,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11289_doomboh_shorts_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652345212,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11289_doomboh_shorts_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1652345212,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11289_doomboh_shorts_vrients_vrnts_vitelli_shop_online_ss22_6.jpg?v=1652345218,Grey,Vitelli,L,1,195.00,Shorts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Genderless,Vitelli,42440333066452
11290-S,"Doomboh trousers","These pants from Vitelli new collection come in a regular fit. The pants, here in black and grey, are made of regenerated yarns as wool, mohair, polyamide, polyester and silk and feature a zip and button closure and two side pockets.","100% Regenerated yarns (wool, mohair, polyamide, polyester and silk)",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11290_doomboh_work_pants_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652345243,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11290_doomboh_work_pants_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652345243,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11290_doomboh_work_pants_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1652345243,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11290_doomboh_work_pants_vrients_vrnts_vitelli_shop_online_ss22_6.jpg?v=1652345243,Multicolor,Vitelli,S,1,216.00,Pants,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Genderless,Vitelli,42440339521748
11290-M,"Doomboh trousers","These pants from Vitelli new collection come in a regular fit. The pants, here in black and grey, are made of regenerated yarns as wool, mohair, polyamide, polyester and silk and feature a zip and button closure and two side pockets.","100% Regenerated yarns (wool, mohair, polyamide, polyester and silk)",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11290_doomboh_work_pants_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652345243,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11290_doomboh_work_pants_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652345243,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11290_doomboh_work_pants_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1652345243,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11290_doomboh_work_pants_vrients_vrnts_vitelli_shop_online_ss22_6.jpg?v=1652345243,Multicolor,Vitelli,M,1,216.00,Pants,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Genderless,Vitelli,42440339554516
11290-L,"Doomboh trousers","These pants from Vitelli new collection come in a regular fit. The pants, here in black and grey, are made of regenerated yarns as wool, mohair, polyamide, polyester and silk and feature a zip and button closure and two side pockets.","100% Regenerated yarns (wool, mohair, polyamide, polyester and silk)",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11290_doomboh_work_pants_vrients_vrnts_vitelli_shop_online_ss22_3.jpg?v=1652345243,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11290_doomboh_work_pants_vrients_vrnts_vitelli_shop_online_ss22_4.jpg?v=1652345243,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11290_doomboh_work_pants_vrients_vrnts_vitelli_shop_online_ss22_5.jpg?v=1652345243,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11290_doomboh_work_pants_vrients_vrnts_vitelli_shop_online_ss22_6.jpg?v=1652345243,Multicolor,Vitelli,L,1,216.00,Pants,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Genderless,Vitelli,42440339587284
